year,month,day_of_month,day_of_week,departure_time,arrival_time,carrier,flight_number,total_flight_time,origin_airport,dest_airport,distance,delay
2007,3,21,3,1245,1617,XE,2198,145,IAH,CRW,975,-10
2007,2,5,1,605,726,OO,3787,66,BIL,SLC,387,-19
2007,12,14,5,2250,19,FL,910,83,ATL,PHF,508,-10
2007,8,3,5,1310,1409,CO,1540,59,AUS,IAH,140,-6
2007,7,1,7,1648,1938,9E,5864,94,DSM,DTW,534,-21
2007,1,22,1,630,742,CO,412,69,BTR,IAH,253,-10
2007,5,17,4,2050,2150,WN,513,54,LAS,BUR,223,10
2007,1,8,1,1345,1517,XE,2409,141,EWR,MSN,799,-11
2007,10,24,3,1030,1107,AQ,203,33,HNL,LIH,102,-5
2007,8,18,6,1000,1145,WN,127,274,BWI,PHX,1999,-2
2007,3,1,4,600,720,B6,19,77,BTV,JFK,267,-2
2007,6,27,3,945,1135,WN,932,97,BHM,DAL,587,5
2007,1,13,6,1310,1905,AA,1864,218,RNO,ORD,1671,7
2007,10,8,1,610,725,WN,2604,74,ONT,SMF,389,-3
2007,11,7,3,1800,1932,UA,1550,93,SFO,LAS,414,42
2007,7,16,1,600,1145,AA,1092,226,SEA,DFW,1660,14
2007,1,11,4,715,830,WN,472,76,BDL,PHL,196,-3
2007,11,1,4,1855,2055,9E,4793,113,DCA,IND,499,-9
2007,1,5,5,2140,2330,F9,861,110,DEN,PHX,602,53
2007,5,17,4,935,1127,US,1101,284,CLT,LAS,1916,17
2007,11,3,6,1526,1821,EV,4374,103,TUL,ATL,674,-21
2007,10,17,3,1755,1850,WN,1346,47,FLL,MCO,178,-8
2007,2,28,3,1505,1615,AA,329,89,ORD,STL,258,11
2007,5,4,5,1316,1445,OO,6534,84,IDA,DEN,458,-17
2007,2,16,5,1320,1412,OH,5313,45,CMH,CVG,116,73
2007,1,25,4,1110,1204,US,1523,47,CLT,MYR,156,-8
2007,9,18,2,1735,1927,FL,80,103,FLL,ATL,581,0
2007,5,11,5,1457,1639,YV,7150,156,BNA,DEN,1013,-13
2007,5,26,6,1050,1355,CO,701,166,EWR,FLL,1065,-15
2007,5,9,3,1659,1842,NW,340,112,DTW,LGA,501,6
2007,8,7,2,540,630,MQ,3454,46,ABI,DFW,158,-5
2007,7,28,6,1155,1410,YV,2878,80,PHX,ELP,347,0
2007,8,2,4,1754,2019,CO,227,179,BWI,IAH,1235,-33
2007,7,18,3,905,1025,WN,897,141,MHT,MDW,838,0
2007,11,9,5,1545,1622,AQ,224,41,HNL,OGG,100,4
2007,10,15,1,630,749,NW,391,72,GPT,MEM,324,-7
2007,11,19,1,1940,2220,AA,1290,326,MIA,LAX,2342,0
2007,4,20,5,1210,1340,WN,3216,78,SAN,OAK,446,-3
2007,10,8,1,1915,2030,CO,423,74,IAH,MSY,305,-2
2007,6,18,1,1615,1747,XE,2890,110,IAH,GPT,376,36
2007,6,29,5,1300,1635,MQ,3507,160,DFW,CHS,987,12
2007,11,11,7,1700,1819,OO,3815,84,HLN,SLC,402,-6
2007,7,8,7,1350,1910,WN,1110,193,PHX,MDW,1444,-7
2007,12,14,5,2030,2310,WN,2032,95,BNA,MCO,616,-10
2007,5,26,6,1315,1543,B6,314,143,FLL,IAD,901,-14
2007,3,14,3,932,941,NW,1725,82,DTW,MKE,238,24
2007,4,27,5,1930,2142,UA,1517,133,IAD,MCO,758,-1
2007,2,13,2,1445,1600,WN,726,65,FLL,JAX,318,-8
2007,9,10,1,1910,2001,HA,392,55,HNL,ITO,216,0
2007,11,29,4,1835,1945,WN,140,68,BUF,BWI,281,6
2007,11,11,7,1724,1752,NW,882,89,IND,MEM,381,-5
2007,10,21,7,1905,2120,YV,2670,70,BHM,CLT,351,105
2007,7,3,2,1640,1825,WN,1806,107,RNO,PHX,601,-1
2007,10,31,3,1410,1643,AS,429,152,SAN,PDX,933,2
2007,6,16,6,1640,1755,US,1509,65,PHX,SAN,304,2
2007,3,11,7,1900,2019,EV,4434,81,ATL,FAY,331,177
2007,10,18,4,1730,1810,YV,1028,42,HNL,KOA,163,21
2007,10,8,1,1330,1440,MQ,3527,77,DFW,HOU,247,7
2007,7,5,4,1135,1309,DL,1495,87,RIC,ATL,481,-12
2007,4,27,5,1148,1241,YV,2804,53,PHX,FLG,119,-3
2007,2,13,2,2130,2231,YV,2699,71,CLT,SAV,213,39
2007,10,10,3,1930,2344,CO,526,189,IAH,BWI,1235,-9
2007,4,3,2,900,1150,B6,661,160,SYR,MCO,1053,-13
2007,3,2,5,1855,2015,WN,1376,73,MDW,BNA,395,11
2007,10,6,6,700,840,AA,2455,217,ORD,PHX,1440,-5
2007,3,27,2,1657,1808,OO,6519,88,LAX,SJC,308,23
2007,2,14,3,939,1727,UA,825,398,LAX,IAD,2288,130
2007,9,28,5,1757,1926,EV,4212,82,ATL,ILM,377,-1
2007,1,23,2,900,1025,B6,1303,82,JFK,IAD,228,-13
2007,6,12,2,951,1145,CO,1470,106,BOS,CLE,563,-9
2007,4,6,5,1258,1414,YV,7177,100,IAD,CLT,321,41
2007,3,31,6,1335,1625,AA,810,100,ORD,DCA,612,67
2007,8,15,3,55,702,CO,1823,250,SEA,IAH,1874,-3
2007,11,23,5,1254,1445,YV,7072,124,JAC,DEN,406,22
2007,11,18,7,737,1222,OO,6434,180,LAX,SAT,1210,14
2007,7,12,4,1830,2120,WN,1752,161,PVD,MCO,1073,-3
2007,6,12,2,1455,1609,US,1538,217,DCA,BDL,313,190
2007,11,9,5,1040,1346,OO,5867,111,ORD,CHS,760,-24
2007,7,29,7,2055,2355,WN,1910,166,MHT,MCO,1142,94
2007,4,22,7,905,1014,OH,5543,61,DTW,CVG,229,-13
2007,8,6,1,1043,1259,YV,7274,79,ORD,CLE,316,9
2007,8,12,7,1550,1655,XE,2472,61,LFT,IAH,201,1
2007,10,1,1,2100,2239,EV,4346,100,ATL,FWA,508,1
2007,12,3,1,1945,2148,XE,2661,104,EWR,GSO,446,-24
2007,7,31,2,1255,1415,MQ,3157,79,SJC,SNA,342,-6
2007,1,5,5,735,1101,CO,1048,143,IAH,FLL,965,-6
2007,8,6,1,1135,1254,NW,350,79,MSY,MEM,349,55
2007,3,18,7,1410,1525,XE,3090,63,BTR,IAH,253,-12
2007,2,5,1,855,1038,YV,7335,111,IAD,CHS,441,157
2007,1,30,2,1820,2027,AS,579,124,SFO,SEA,679,-4
2007,1,2,2,1230,1355,US,572,77,SFO,LAS,414,32
2007,7,24,2,1020,1237,OH,5264,133,PVD,CVG,722,12
2007,10,11,4,2238,2343,DL,1742,68,ATL,CLT,227,2
2007,2,9,5,700,815,XE,2174,129,CHA,IAH,686,-12
2007,5,18,5,1900,2237,NW,678,195,MSP,JFK,1028,43
2007,7,8,7,1725,1830,AA,1951,55,AUS,DFW,190,98
2007,5,20,7,1056,1219,9E,5670,93,BIS,MSP,386,7
2007,12,26,3,2030,2233,DL,1483,308,ATL,SNA,1919,2
2007,2,3,6,1800,1922,FL,297,139,ATL,HOU,696,179
2007,12,9,7,832,1044,EV,4494,116,ATL,ROC,749,-17
2007,5,31,4,2105,2359,AA,2452,109,DFW,ATL,732,1
2007,11,22,4,1035,1354,CO,686,133,IAH,MCO,853,52
2007,9,6,4,1355,1435,F9,826,98,MCI,DEN,533,41
2007,6,3,7,800,936,FL,235,90,ATL,PBI,545,-5
2007,9,28,5,1020,1130,MQ,3792,62,XNA,DFW,281,-14
2007,5,1,2,715,1145,CO,1130,217,DFW,EWR,1372,76
2007,5,22,2,615,758,XE,2792,198,MEM,IAH,469,288
2007,10,1,1,1900,2022,US,1747,88,PVD,DCA,357,2
2007,3,21,3,1730,2014,US,1634,106,MSY,CLT,651,2
2007,12,6,4,1405,1723,US,965,426,PHL,SFO,2521,66
2007,5,21,1,1545,1655,WN,3050,66,SAN,TUS,367,-7
2007,10,30,2,910,1044,FL,419,87,ATL,IND,432,-11
2007,7,6,5,600,842,DL,1256,116,ONT,SLC,558,12
2007,7,17,2,1125,1420,WN,2274,101,MSY,FLL,673,-14
2007,1,24,3,1845,2016,CO,1199,102,BOS,EWR,200,3
2007,4,11,3,1715,1835,B6,55,71,BTV,JFK,267,-11
2007,3,5,1,1724,1911,UA,407,159,DEN,SEA,1024,190
2007,11,17,6,1130,1357,UA,128,252,ORD,LAX,1745,-16
2007,8,7,2,825,1026,US,1062,107,SYR,CLT,603,-16
2007,4,27,5,2110,2335,CO,667,213,SEA,ANC,1449,1
2007,1,19,5,915,1027,OH,4999,187,CVG,DEN,1069,-5
2007,2,10,6,1230,1404,FL,124,85,TPA,ATL,406,-12
2007,12,22,6,1930,2140,OH,5570,117,LGA,GSO,461,-8
2007,10,24,3,1059,1208,DL,1840,72,ATL,TLH,223,7
2007,8,23,4,1155,1310,WN,2092,70,PVD,PHL,238,86
2007,11,17,6,1200,1315,B6,1307,72,JFK,IAD,228,9
2007,3,1,4,1218,1413,UA,923,228,IAD,DEN,1452,14
2007,8,22,3,1840,1955,WN,571,66,LAS,RNO,345,-10
2007,7,30,1,1425,1545,WN,443,82,SJC,LAS,386,43
2007,3,9,5,1126,1914,US,50,312,LAS,JFK,2248,29
2007,6,17,7,1155,1440,WN,391,99,PHX,DEN,602,30
2007,3,31,6,1500,1617,XE,3094,73,BWI,CLE,314,-7
2007,12,10,1,1240,1624,XE,2122,168,IAH,RIC,1157,9
2007,12,30,7,1645,1920,WN,365,132,MCO,BDL,1050,-17
2007,6,8,5,1014,1105,YV,7147,60,ORD,BMI,116,35
2007,12,31,1,1725,1940,WN,637,61,LAS,TUS,365,-19
2007,8,5,7,1449,1610,YV,2708,94,PHX,LAX,370,13
2007,8,18,6,615,739,UA,1505,80,LAS,SFO,414,-8
2007,2,3,6,1200,1430,AA,2321,160,ORD,DFW,802,29
2007,6,12,2,1145,1327,YV,2610,105,SRQ,CLT,547,-7
2007,4,10,2,1310,1450,WN,511,99,BWI,SDF,495,-4
2007,1,20,6,1655,1745,WN,2847,56,ORF,BWI,159,9
2007,1,4,4,1910,2030,WN,687,131,BWI,STL,737,-9
2007,10,1,1,1331,1445,MQ,3242,67,SHV,DFW,190,21
2007,7,15,7,1250,1333,9E,5695,44,RST,MSP,76,-2
2007,11,7,3,925,1428,NW,784,183,LAS,MSP,1300,-8
2007,7,30,1,1710,1905,B6,1077,82,JFK,RIC,288,0
2007,6,27,3,730,851,OO,4032,80,BIL,SLC,387,-3
2007,6,25,1,1100,1205,WN,1713,79,PHX,LAS,256,11
2007,2,14,3,1520,1640,WN,1236,73,SMF,SNA,404,7
2007,2,11,7,1445,1535,WN,2213,155,OKC,LAS,987,-17
2007,6,28,4,1430,1445,WN,1176,73,SLC,LAS,368,15
2007,2,22,4,1605,1642,OO,6030,27,SNA,LAX,36,50
2007,3,26,1,1625,1757,XE,3022,91,MAF,IAH,429,-6
2007,9,24,1,1915,2020,MQ,3756,50,XNA,DFW,281,-25
2007,9,18,2,1311,1439,OO,5996,87,SGF,ORD,438,3
2007,11,4,7,1045,1835,WN,1285,265,LAS,PHL,2176,-26
2007,4,17,2,1440,1752,CO,1855,180,PBI,EWR,1024,130
2007,5,23,3,1125,1305,9E,5929,168,PHL,MEM,874,8
2007,6,20,3,110,544,AS,80,210,ANC,SEA,1449,-4
2007,10,16,2,1515,2010,AA,2452,172,LAX,DFW,1235,-11
2007,6,15,5,2000,2045,MQ,3305,39,DFW,ACT,89,-9
2007,1,4,4,1754,1947,UA,555,244,DFW,SFO,1464,12
2007,7,1,7,1600,15,US,51,282,LAS,JFK,2248,60
2007,2,15,4,910,1042,OO,3827,102,DEN,SLC,391,27
2007,5,30,3,1144,1234,EV,4475,94,ATL,SGF,563,-16
2007,2,23,5,1325,1402,HA,173,39,HNL,LIH,102,0
2007,12,10,1,1000,1313,UA,676,148,ORD,LGA,733,129
2007,2,16,5,840,1703,AS,18,309,SEA,MCO,2553,-15
2007,10,14,7,1040,1535,F9,420,181,DEN,ATL,1199,5
2007,11,8,4,2155,30,AA,866,150,MIA,PHL,1013,-1
2007,12,14,5,1935,2047,EV,4912,77,SAV,ATL,215,5
2007,9,7,5,1040,1143,OO,5799,57,PDX,MFR,222,-11
2007,5,11,5,1935,2147,AS,608,136,PDX,LAS,762,-1
2007,8,5,7,1835,2035,WN,1092,117,SJC,SEA,697,-5
2007,6,17,7,1123,1341,FL,716,120,IAD,MCO,758,-8
2007,3,11,7,1915,2044,YV,7368,97,IAD,LGA,229,36
2007,7,12,4,1340,1555,DL,644,133,BOS,CVG,752,-7
2007,11,2,5,1150,1450,MQ,3473,112,DFW,CHA,695,-11
2007,7,20,5,800,1005,WN,2510,132,SEA,SJC,697,4
2007,2,19,1,1410,1645,MQ,4825,204,LGA,XNA,1147,0
2007,2,24,6,915,1039,FL,127,80,ATL,TPA,406,-11
2007,7,17,2,1228,2018,UA,74,276,HNL,SFO,2398,-13
2007,11,15,4,1040,1154,XE,2487,91,IAH,BRO,308,12
2007,8,6,1,1600,1715,WN,772,69,JAX,FLL,318,-5
2007,11,3,6,2100,2325,AA,1012,132,MIA,DCA,920,-14
2007,12,22,6,612,737,OO,5498,82,ACV,SFO,250,-13
2007,11,2,5,825,915,MQ,4332,42,ORD,DBQ,147,-12
2007,8,26,7,1447,1642,EV,4814,119,ATL,ACY,678,27
2007,8,25,6,2330,930,AA,238,427,LAX,SJU,3386,4
2007,10,22,1,2110,25,AA,842,140,DFW,TPA,929,27
2007,8,13,1,1526,1703,OH,5429,90,CVG,CHS,497,-8
2007,8,4,6,640,740,OO,2700,137,RDU,MKE,689,17
2007,6,21,4,1210,1327,NW,790,88,MKE,MSP,297,96
2007,5,27,7,1515,1835,F9,146,157,DEN,IAH,861,8
2007,8,20,1,1000,1212,US,1557,125,BOS,CLT,728,-11
2007,6,15,5,1200,1335,WN,121,95,LAS,OAK,407,-5
2007,10,19,5,1435,1800,WN,356,129,OAK,DEN,957,4
2007,12,22,6,1720,2047,B6,1046,148,BNA,JFK,766,24
2007,12,31,1,1520,1815,WN,1338,154,PHL,PBI,951,-20
2007,6,19,2,1600,1711,US,152,75,ONT,PHX,325,4
2007,5,21,1,2220,2311,NW,1267,70,MSP,FSD,197,62
2007,2,21,3,1050,1133,HA,158,39,HNL,KOA,163,-7
2007,8,17,5,1530,1733,OH,5390,112,CVG,HPN,597,-13
2007,7,5,4,1115,1130,MQ,4083,71,DAY,ORD,240,14
2007,11,14,3,1016,1215,UA,415,153,DEN,SFO,967,-30
2007,12,2,7,1400,1541,OO,5473,89,SFO,MFR,329,133
2007,3,26,1,1720,1842,US,1046,76,CLT,PIT,366,11
2007,1,16,2,2030,2206,XE,1220,139,EWR,MDW,711,16
2007,5,31,4,1118,1247,FL,872,87,MCO,ATL,403,-10
2007,9,21,5,635,640,WN,9,58,SDF,STL,254,-6
2007,11,6,2,1815,1934,F9,551,133,DEN,SAN,853,-12
2007,9,30,7,700,821,FL,219,99,MDW,MSP,349,12
2007,4,20,5,850,1210,AA,179,392,JFK,SFO,2586,7
2007,4,29,7,600,708,YV,7331,123,AVP,ORD,631,-13
2007,9,18,2,845,1205,AA,179,374,JFK,SFO,2586,-10
2007,9,15,6,750,835,MQ,3922,45,ORD,MSN,109,-3
2007,10,8,1,1600,1830,OH,4988,147,JAX,LGA,834,-8
2007,10,3,3,1649,1737,AS,66,44,CDV,YAK,213,-13
2007,1,3,3,1830,2116,US,1717,166,PHL,PBI,951,32
2007,8,20,1,1430,1652,CO,728,268,EWR,DEN,1605,6
2007,7,28,6,1825,1856,OO,6340,84,LEX,ORD,323,-17
2007,8,19,7,1130,1130,WN,71,59,SDF,STL,254,-1
2007,7,2,1,1221,1315,EV,4512,52,ATL,GSP,153,52
2007,11,18,7,1555,1845,WN,3480,159,ISP,MCO,972,-12
2007,10,22,1,1029,1108,OO,5742,46,CLD,LAX,86,17
2007,3,13,2,1710,2240,F9,707,217,DEN,RSW,1606,7
2007,3,20,2,600,1013,CO,475,245,SJU,EWR,1608,-12
2007,1,14,7,1745,1854,FL,934,69,ATL,JAX,270,87
2007,4,23,1,920,935,WN,619,67,CMH,BNA,338,-15
2007,9,20,4,1645,1740,MQ,4367,61,ORD,GRB,174,7
2007,12,4,2,730,950,WN,348,80,ELP,SAT,496,-6
2007,5,25,5,946,1203,EV,4868,133,ATL,SYR,793,-10
2007,2,5,1,2040,2335,F9,282,107,DEN,STL,770,-13
2007,10,27,6,1855,2201,UA,288,118,DEN,SAT,794,-13
2007,8,22,3,925,1145,FL,622,128,PHL,MCO,861,3
2007,1,22,1,1745,1838,US,1027,83,PHL,BWI,90,34
2007,2,15,4,750,900,MQ,4489,66,ORD,DSM,299,61
2007,5,13,7,1935,2250,MQ,3747,139,DFW,GSP,862,103
2007,11,20,2,2100,503,B6,358,457,BUR,JFK,2465,-24
2007,8,12,7,1740,1956,DL,69,282,ATL,SFO,2139,-27
2007,6,16,6,2110,2320,CO,1644,224,IAH,SMF,1609,20
2007,10,23,2,840,1021,UA,1299,223,CLT,DEN,1337,-3
2007,3,16,5,920,1110,MQ,4543,94,RDU,BOS,612,0
2007,3,8,4,620,1150,AA,1514,205,SJC,DFW,1438,-3
2007,4,12,4,900,1005,NW,1491,117,CMH,MSP,627,-9
2007,9,19,3,645,857,DL,502,145,ATL,LGA,761,23
2007,1,26,5,1100,1425,AA,1396,131,DFW,CLT,936,-14
2007,6,26,2,1221,1422,YV,7304,105,IAD,JAX,631,-17
2007,2,27,2,1700,2230,WN,1988,185,LAS,MDW,1521,-13
2007,3,2,5,905,943,DL,503,95,ATL,MSY,425,-5
2007,3,27,2,1845,2054,NW,961,258,MEM,LAX,1619,27
2007,8,15,3,1505,1815,9E,4771,116,MSP,SDF,603,-11
2007,1,19,5,740,855,MQ,3442,66,XNA,DFW,281,2
2007,9,4,2,1620,1735,9E,5628,68,MSP,MLI,274,-13
2007,9,25,2,1700,1900,MQ,3832,105,PNS,DFW,604,24
2007,1,14,7,1510,1513,YV,2733,63,PHX,PSP,261,0
2007,4,30,1,1010,1254,OO,4067,102,PDX,SLC,630,-3
2007,1,4,4,645,951,B6,700,188,SJU,JFK,1597,127
2007,5,26,6,2000,641,UA,1052,419,KOA,DEN,3329,15
2007,3,22,4,905,1150,WN,280,143,BWI,FLL,925,-14
2007,5,8,2,1253,1359,UA,107,116,BWI,ORD,622,-13
2007,11,26,1,1420,1725,WN,2463,275,BNA,OAK,1959,15
2007,12,1,6,600,700,AS,325,60,GEG,SEA,224,-4
2007,7,2,1,1045,1321,AS,95,203,SEA,ANC,1449,-4
2007,10,20,6,1220,1409,NW,215,294,DTW,SEA,1927,13
2007,3,17,6,846,912,YV,2979,157,OKC,PHX,833,18
2007,9,3,1,720,1446,DL,108,269,LAX,ATL,1946,2
2007,8,10,5,1800,1952,CO,1651,97,LGA,CLE,418,146
2007,1,24,3,1910,2235,B6,47,194,JFK,FLL,1069,6
2007,9,27,4,1642,1902,OH,5149,189,LGA,CVG,585,44
2007,9,30,7,1157,1329,FL,102,84,IND,ATL,432,-13
2007,6,22,5,1425,1615,MQ,3360,161,PIT,DFW,1068,-9
2007,6,12,2,1900,2000,WN,1813,55,PHX,LAS,256,-6
2007,6,29,5,1850,2010,WN,2249,75,BNA,MSY,471,1
2007,9,30,7,900,1157,UA,297,342,BWI,SFO,2457,-19
2007,2,17,6,1010,1055,MQ,3972,45,MKE,ORD,67,34
2007,3,22,4,1729,2032,FL,110,119,DFW,ATL,732,-3
2007,1,22,1,855,1116,XE,2353,188,EWR,MSP,1008,-16
2007,2,19,1,1115,1257,OO,6530,90,DEN,IDA,458,-5
2007,4,30,1,1119,1215,OO,3780,110,SLC,EUG,619,-14
2007,7,8,7,1625,1920,CO,709,248,JFK,IAH,1417,14
2007,9,17,1,1235,1354,YV,7163,68,IAD,CLE,288,-17
2007,2,15,4,1231,1410,NW,1631,108,DCA,DTW,405,8
2007,11,1,4,1242,1435,NW,535,119,LGA,DTW,501,22
2007,12,21,5,1450,1635,MQ,3605,95,DFW,PNS,604,69
2007,4,4,3,2030,2155,YV,7367,105,LGA,IAD,229,65
2007,11,6,2,1115,1350,B6,74,149,PBI,JFK,1028,-14
2007,9,3,1,2150,111,AS,177,329,DEN,ANC,2406,7
2007,6,4,1,900,1200,WN,748,117,MDW,BDL,777,-6
2007,11,9,5,1415,1700,WN,1927,145,MDW,HOU,937,-2
2007,11,12,1,1220,1725,AA,2446,183,LAX,DFW,1235,-6
2007,1,12,5,1805,1855,WN,273,46,AUS,DAL,189,188
2007,6,12,2,1750,1958,DL,1635,99,BDL,CVG,661,44
2007,9,24,1,1415,1659,AS,461,180,SNA,SEA,978,12
2007,8,26,7,1000,1125,WN,82,131,SMF,LAX,373,49
2007,7,15,7,1340,1440,AA,2021,68,TPA,MIA,204,44
2007,9,3,1,855,940,MQ,4524,45,MSN,ORD,109,-4
2007,8,6,1,1135,1459,CO,34,140,DEN,IAH,861,-3
2007,4,15,7,600,633,US,1043,152,DFW,PHX,868,9
2007,1,3,3,640,833,DL,989,109,RSW,ATL,515,-10
2007,11,18,7,1655,1900,MQ,4807,110,CVG,LGA,585,31
2007,1,26,5,2140,2225,MQ,4299,46,ORD,MSN,109,24
2007,4,27,5,1026,1255,DL,597,328,ATL,SEA,2182,2
2007,7,10,2,1220,1404,XE,3044,163,CLE,DFW,1021,15
2007,6,22,5,822,901,OO,5720,35,SFO,MOD,78,5
2007,10,12,5,1133,1224,OO,6627,108,DSM,DEN,589,9
2007,9,20,4,715,926,DL,934,94,PNS,ATL,272,19
2007,6,23,6,1430,1617,XE,2749,167,CLT,IAH,913,22
2007,7,8,7,2245,2335,AA,1272,49,DFW,AUS,190,112
2007,11,20,2,2030,2214,OO,5983,107,ORD,SGF,438,12
2007,3,15,4,1359,1639,DL,487,160,LGA,ATL,761,-2
2007,12,10,1,1415,1645,US,1068,145,TPA,PHL,920,7
2007,6,15,5,730,1229,US,1124,218,DEN,PIT,1290,36
2007,8,25,6,1100,1925,US,702,322,SFO,PHL,2521,13
2007,4,24,2,1006,1450,UA,502,162,DEN,DTW,1123,-4
2007,3,11,7,2245,2330,OO,6456,44,LAX,SAN,109,1
2007,11,9,5,1811,1935,OO,5710,90,FAT,LAS,258,-9
2007,11,19,1,1615,1759,9E,3718,86,GRR,DCA,524,-10
2007,1,12,5,1545,1708,US,2040,87,DCA,BOS,399,4
2007,4,6,5,840,1135,UA,871,349,IAD,SFO,2419,-10
2007,10,11,4,740,914,XE,2216,76,RDU,EWR,416,-23
2007,8,9,4,1835,2013,OH,5482,81,CLT,CVG,335,63
2007,4,6,5,2244,2359,OO,6211,66,SFO,ACV,250,-3
2007,8,17,5,1422,1649,FL,1697,170,EWR,ATL,745,47
2007,7,5,4,1200,1307,US,2170,65,DCA,LGA,214,-6
2007,12,23,7,1800,2020,NW,373,130,BOS,DTW,632,56
2007,2,18,7,1650,2021,NW,1474,160,MSY,DTW,926,-3
2007,10,22,1,715,835,WN,588,69,BHM,STL,410,-13
2007,8,2,4,1735,2015,AS,3,348,DCA,SEA,2329,0
2007,4,24,2,1730,1827,CO,1705,198,IAH,PHX,1009,21
2007,8,20,1,1245,1335,MQ,3043,48,LAX,SBA,89,8
2007,12,26,3,1114,1411,NW,1117,167,RSW,DTW,1085,-3
2007,3,31,6,2355,350,CO,336,224,EWR,PSE,1627,-19
2007,6,10,7,2350,348,B6,739,279,JFK,PSE,1617,45
2007,11,21,3,1040,1145,WN,3426,65,BUR,SJC,296,-1
2007,5,15,2,1115,1420,AA,15,381,JFK,SFO,2586,7
2007,12,26,3,2215,2355,US,1586,107,CLT,PHL,448,29
2007,8,31,5,900,1742,DL,410,403,SFO,JFK,2586,63
2007,11,7,3,1958,2135,UA,647,162,EWR,ORD,719,1
2007,12,9,7,700,810,WN,505,58,GEG,PDX,279,-17
2007,8,21,2,800,1046,XE,107,102,ONT,ABQ,631,-7
2007,3,23,5,1657,1822,FL,203,127,CAK,LGA,396,85
2007,5,15,2,815,1030,WN,621,131,BWI,MCO,787,-7
2007,2,15,4,950,1142,US,1902,95,CLT,LGA,544,33
2007,12,14,5,1830,1920,OO,2592,121,CMH,MCI,633,11
2007,5,3,4,1500,1825,AA,1174,137,DEN,ORD,888,10
2007,12,24,1,919,1711,UA,284,315,LAX,BWI,2329,19
2007,2,7,3,1325,1620,NW,1029,239,FLL,MSP,1487,4
2007,11,11,7,715,837,US,1070,78,BDL,PHL,196,-8
2007,5,14,1,1550,1708,NW,352,74,MSY,MEM,349,-8
2007,10,4,4,1706,1931,FL,406,134,ATL,HPN,780,8
2007,6,24,7,1203,1257,9E,3792,41,DTW,CAK,133,-14
2007,3,9,5,1645,1830,F9,858,97,PHX,DEN,602,12
2007,6,13,3,1803,2022,AS,453,144,LAX,PDX,834,-4
2007,7,30,1,1520,1625,WN,1007,66,LAS,LAX,236,1
2007,11,18,7,555,755,MQ,3532,178,CLE,DFW,1021,-1
2007,4,27,5,1500,1655,US,605,210,ORD,LAS,1515,93
2007,11,25,7,1459,1631,OO,3980,87,SLC,GTF,463,-6
2007,9,25,2,1749,1842,YV,2608,60,CLT,ILM,185,7
2007,1,29,1,1325,1450,WN,1803,76,SNA,SMF,404,-6
2007,4,30,1,1340,1631,UA,146,117,DEN,MSP,680,33
2007,12,11,2,1425,1615,B6,1281,97,BOS,RIC,474,-22
2007,4,28,6,1640,1730,MQ,4233,112,ROC,ORD,528,7
2007,3,20,2,1838,2000,OO,5837,82,DSM,ORD,299,-9
2007,10,3,3,630,738,DL,1907,86,BOS,LGA,185,14
2007,8,3,5,1403,1520,YV,7083,55,DEN,CPR,230,-25
2007,5,14,1,1305,1538,NW,200,115,MSP,IND,503,19
2007,5,6,7,825,1340,AA,1720,201,SMF,DFW,1431,5
2007,7,31,2,705,800,MQ,3200,43,TYR,DFW,103,61
2007,3,29,4,835,945,WN,1121,69,BUR,OAK,325,0
2007,11,12,1,1620,1825,WN,1685,61,MDW,CMH,284,-9
2007,12,4,2,1115,1323,US,1468,125,TPA,DCA,814,-14
2007,11,29,4,915,1130,WN,248,61,SNA,PHX,338,-16
2007,4,9,1,1905,2003,CO,778,63,SAT,IAH,191,18
2007,7,27,5,940,1505,WN,162,204,PHX,BNA,1448,-2
2007,5,23,3,1840,1927,HA,361,48,ITO,HNL,216,-5
2007,4,20,5,1925,2154,US,1295,133,DCA,RSW,892,-14
2007,9,24,1,950,1150,AA,2205,178,MIA,DFW,1121,-2
2007,9,19,3,1845,1936,FL,223,125,CLT,MDW,584,9
2007,8,16,4,1401,2150,FL,42,313,SFO,ATL,2139,21
2007,2,8,4,830,1025,B6,1093,146,JFK,CMH,483,29
2007,12,11,2,1100,1311,DL,819,247,ATL,TUS,1541,-10
2007,5,24,4,1425,1555,US,1085,84,CLT,MCO,468,-1
2007,10,12,5,935,1155,9E,5952,163,MEM,MSP,700,20
2007,4,9,1,1433,2009,UA,1522,202,LAS,ORD,1515,-16
2007,2,2,5,1030,1134,OO,6551,137,DFW,DEN,641,12
2007,7,26,4,1628,1745,US,660,71,PHX,SNA,338,-9
2007,10,10,3,1615,1752,DL,1694,106,ATL,IND,432,10
2007,10,24,3,915,1045,OO,6162,94,SMF,LAX,373,-3
2007,10,11,4,945,1235,WN,190,152,FLL,ISP,1093,-21
2007,3,5,1,1706,1822,NW,325,86,DTW,SDF,306,20
2007,11,20,2,600,715,WN,2111,67,OAK,LAX,337,-9
2007,6,2,6,1920,2038,OO,3711,75,SLC,SGU,269,-3
2007,11,18,7,1610,1707,XE,148,107,ABQ,ONT,631,-11
2007,7,23,1,2055,2315,AA,1155,246,ORD,SEA,1721,-15
2007,3,11,7,1916,2001,YV,2831,50,PHX,TUS,110,123
2007,5,3,4,1105,1220,US,450,262,DTW,PHX,1671,2
2007,6,21,4,600,719,YV,7092,79,CPR,DEN,230,-10
