date,year,travelers,holiday
2021-04-03,2021,1397958.0,
2021-04-04,2021,1543474.0,
2021-04-05,2021,1561959.0,
2021-04-06,2021,1195306.0,
2021-04-07,2021,1230939.0,
2021-04-08,2021,1510829.0,
2021-04-09,2021,1549181.0,
2021-04-10,2021,1378237.0,
2021-04-11,2021,1561495.0,
2021-04-12,2021,1468972.0,
2021-04-13,2021,1085034.0,
2021-04-14,2021,1152703.0,
2021-04-15,2021,1491435.0,
2021-04-16,2021,1468218.0,
2021-04-17,2021,1277815.0,
2021-04-18,2021,1572383.0,
2021-04-19,2021,1412500.0,
2021-04-20,2021,1082443.0,
2021-04-21,2021,1164099.0,
2021-04-22,2021,1509649.0,
2021-04-23,2021,1521393.0,
2021-04-24,2021,1259724.0,
2021-04-25,2021,1571220.0,
2021-04-26,2021,1369410.0,
2021-04-27,2021,1077199.0,
2021-04-28,2021,1184326.0,
2021-04-29,2021,1526681.0,
2021-04-30,2021,1558553.0,
2021-05-01,2021,1335535.0,
2021-05-02,2021,1626962.0,
2021-05-03,2021,1463672.0,
2021-05-04,2021,1134103.0,
2021-05-05,2021,1268938.0,
2021-05-06,2021,1644050.0,
2021-05-07,2021,1703267.0,
2021-05-08,2021,1429657.0,
2021-05-09,2021,1707805.0,
2021-05-10,2021,1657722.0,
2021-05-11,2021,1315493.0,
2021-05-12,2021,1424664.0,
2021-05-13,2021,1743515.0,
2021-05-14,2021,1716561.0,
